inst#,actual,predicted,error,prediction,tweet,tweet,ID,SentiReal,SentPredict,SentPredict/2,sentPredictlog,,AVGReal,AVGPredict
56,-1,1,+,0.77,'bull move ended waiting next setup','bull move ended waiting next setup',5491633,-0.204,0.77,,,,,
130,-1,1,+,0.7,'dont look dividend feb shareholders meeting','dont look dividend feb shareholders meeting',6834256,-0.2,0.7,,,,,
98,-1,1,+,0.81,'slips alongside shares nsa leak news','slips alongside shares nsa leak news',14061640,-0.198,0.81,,,,,
128,-1,1,+,0.68,'needs new tablet strategy','needs new tablet strategy',7.11163E+17,-0.195,0.68,,,,,
83,-1,-1,,0.93,'indices rallying today lot highly covered companies underperforming','indices rallying today lot highly covered companies underperforming',7.10533E+17,-0.193,-0.93,-0.465,,,,
134,-1,-1,,0.78,'looks really toppy right','looks really toppy right',12431690,-0.191,-0.78,-0.39,,,,
123,-1,-1,,0.86,'recall model x','recall model x',7.19575E+17,-0.19,-0.86,-0.43,,,,
63,-1,1,+,0.78,'twtr words','twtr words',7.19946E+17,-0.188,0.78,,,,,
158,-1,-1,,0.88,'amazon selling surveillance cameras infected malware','amazon selling surveillance cameras infected malware',7.19895E+17,-0.186,-0.88,-0.44,,,,
81,-1,1,+,0.711,'taking small chill pill today','taking small chill pill today',16063153,-0.183,0.711,,,,,
116,-1,-1,,0.91,'indices rallying today lot highly covered companies underperforming','indices rallying today lot highly covered companies underperforming',7.10533E+17,-0.182,-0.91,-0.455,,,,
11,-1,-1,,0.9,'ended day down','ended day down',7.19627E+17,-0.181,-0.9,-0.45,,,,
123,-1,-1,,0.56,'fit sune not changed','fit sune not changed',7.09411E+17,-0.179,-0.56,-0.28,,,,
112,-1,-1,,0.88,'capped range leads meltdown','capped range leads meltdown',5984355,-0.172,-0.88,-0.44,,,,
37,-1,1,+,0.84,'lawsuit russian search engine','lawsuit russian search engine',32968483,-0.17,0.84,,,,,
162,-1,-1,,0.63,'deutsche bank cuts starbucks hold premium valuation','deutsche bank cuts starbucks hold premium valuation',7.1983E+17,-0.17,-0.63,-0.315,,,,
101,-1,1,+,0.78,'75k went ask','75k went ask',10047371,-0.167,0.78,,,,,
32,-1,1,+,0.91,'2 today','2 today',10191845,-0.164,0.91,,,,,
144,-1,1,+,0.71,'amd two dollar spec play ur penny scalps cost u wirs','amd two dollar spec play ur penny scalps cost u wirs',12707769,-0.163,0.71,,,,,
73,-1,-1,,0.77,'notokay make real money hey barely hang','doesnt make real money hey barely hang',14200409,-0.163,-0.77,-0.385,,,,
65,-1,-1,,0.96,'short percent float 1680','short percent float 1680',27488462,-0.16,-0.96,-0.48,,,,
72,-1,-1,,0.78,'mkt fell debt downgrade due slow growth','mkt fell debt downgrade due slow growth',8559122,-0.159,-0.78,-0.39,,,,
158,-1,-1,,0.8,'global pc shipments fell 96 q1 msft destroyed pc market','global pc shipments fell 96 q1 msft destroyed pc market',7.19926E+17,-0.152,-0.8,-0.4,,,,
16,-1,-1,,0.92,'careful reverse fast','careful reverse fast',17553855,-0.152,-0.92,-0.46,,,,
166,-1,-1,,0.9,'careful reverse fast','careful reverse fast',17553855,-0.152,-0.9,-0.45,,,,
86,-1,-1,,0.632,'aapl cult actually disgusting','aapl cult actually disgusting',9353010,-0.151,-0.632,-0.316,,,,
193,-1,-1,,0.78,'stomach high risk left','stomach high risk left',22415114,-0.151,-0.78,-0.39,,,,
172,-1,-1,,0.81,'people calling bearish heading exits already','people calling bearish heading exits already',26160853,-0.148,-0.81,-0.405,,,,
121,-1,1,+,0.72,'suddenly realizing','suddenly realizing',7.19649E+17,-0.147,0.72,,,,,
110,-1,1,+,0.79,'weeks steady gainsadvances mkt breadth slowe','weeks steady gainsadvances mkt breadth slowe',6908313,-0.146,0.79,,,,,
164,-1,-1,,0.89,'ended day down','ended day down',7.19627E+17,-0.144,-0.89,-0.445,,,,
6,-1,-1,,0.86,'downward trendline','downward trendline',8205922,-0.143,-0.86,-0.43,,,,
129,-1,1,+,0.74,'taking profits','taking profits',7.1953E+17,-0.142,0.74,,,,,
73,-1,1,+,0.67,im,im,8534262,-0.14,0.67,,,,,
8,-1,1,+,0.55,'less stellar day held 50 day moving average','less stellar day held 50 day moving average',7.08396E+17,-0.14,0.55,,,,,
74,-1,-1,,0.63,'frustrating green bar gets followed immediately 13 weeks consolidation','frustrating green bar gets followed immediately 13 weeks consolidation',7957239,-0.136,-0.63,-0.315,,,,
61,-1,-1,,0.92,volatile,volatile,30161946,-0.131,-0.92,-0.46,,,,
182,-1,1,+,0.82,'fb taking shine aapl goog','fb taking shine aapl goog',7.19946E+17,-0.13,0.82,,,,,
20,-1,-1,,0.98,' notokay feel terribly','not feel terribly good',7.19583E+17,-0.126,-0.98,-0.49,,,,
176,-1,-1,,0.87,'callput buyers crushed','callput buyers crushed',7442585,-0.126,-0.87,-0.435,,,,
133,-1,1,+,0.94,'love stockco','love stockco',20522452,-0.125,0.94,,,,,
38,-1,-1,,0.7,'looks like drought conditions soil already','looks like drought conditions soil already',13451804,-0.122,-0.7,-0.35,,,,
43,-1,1,+,0.72,cracking,cracking,7.19929E+17,-0.118,0.72,,,,,
145,-1,1,+,0.93,position,position,9644277,-0.118,0.93,,,,,
167,-1,1,+,0.59,'took small posistion tsla','took small posistion tsla',7.19582E+17,-0.114,0.59,,,,,
124,-1,1,+,0.88,'barclays signs apple pay','barclays signs apple pay',7.19543E+17,-0.113,0.88,,,,,
168,-1,-1,,0.86,'resistance right sold shares','resistance right sold shares',36262041,-0.105,-0.86,-0.43,,,,
22,-1,-1,,0.81,'daily sales slowing','daily sales slowing',7.19879E+17,-0.105,-0.81,-0.405,,,,
27,-1,-1,,0.72,'bbry smack down looks legitimate gs ms','bbry smack down looks legitimate gs ms',38563467,-0.105,-0.72,-0.36,,,,
89,-1,-1,,0.55,'massive short squeeze opportunity','massive short squeeze opportunity',5662488,-0.104,-0.55,-0.275,,,,
36,1,1,,0.87,'didnt factor anything google repeated good earnings','didnt factor anything google repeated good earnings',15971881,0.102,0.87,0.435,,,,
82,1,1,,0.91,'near buy point last week','near buy point last week',7.19524E+17,0.102,0.91,0.455,,,,
100,1,1,,0.76,'southwest lowest multiple ever','southwest lowest multiple ever',38113800,0.106,0.76,0.38,,,,
195,1,1,,0.8,'pushing 12','pushing 12',26800005,0.109,0.8,0.4,,,,
184,1,1,,0.96,'bullish yeah smh','bullish yeah smh',32730863,0.109,0.96,0.48,,,,
120,1,1,,0.56,'resistance breached last week','resistance breached last week',7.19495E+17,0.112,0.56,0.28,,,,
44,1,1,,0.94,'nice volume watch 330 resistance','nice volume watch 330 resistance',19339823,0.113,0.94,0.47,,,,
198,1,1,,0.93,cover,cover,5866562,0.114,0.93,0.465,,,,
14,1,-1,+,0.69,'going back slowly','going back slowly',7.10793E+17,0.119,-0.69,,,,,
58,1,1,,0.98,'strong buy within month','strong buy within month',27030874,0.119,0.98,0.49,,,,
153,1,1,,0.86,'next 56 charts illustrate bullish weekly outcome','next 56 charts illustrate bullish weekly outcome',27030874,0.119,0.86,0.43,,,,
152,1,1,,0.95,'moving up','moving up',9982140,0.12,0.95,0.475,,,,
65,1,1,,0.93,'nice couple mini trades','nice couple mini trades',17577910,0.121,0.93,0.465,,,,
75,1,1,,0.83,trade,trade,13654154,0.123,0.83,0.415,,,,
162,1,1,,0.99,'up 19','up 19',7810443,0.128,0.99,0.495,,,,
154,1,1,,0.75,covered,covered,7.10571E+17,0.128,0.75,0.375,,,,
130,1,1,,0.83,'tfm way go price wise compete kroger kr','tfm way go price wise compete kroger kr',7.09766E+17,0.129,0.83,0.415,,,,
76,1,-1,+,0.54,'need break 4','need break 4',38272763,0.132,-0.54,,,,,
71,1,1,,0.84,'bmw entering rideshare market i3','bmw entering rideshare market i3',7.19525E+17,0.132,0.84,0.42,,,,
37,1,-1,+,0.69,'keeping stops bit tight side','keeping stops bit tight side',5376561,0.135,-0.69,,,,,
72,1,1,,0.79,'adobe receives new rating top analyst','adobe receives new rating top analyst',7.1071E+17,0.141,0.79,0.395,,,,
156,1,1,,0.98,'okay position','closed short position',22729575,0.143,0.98,0.49,,,,
149,1,1,,0.73,'x 227','x 227',5514207,0.144,0.73,0.365,,,,
106,1,1,,0.87,'weekly 625 calls 4231','weekly 625 calls 4231',8995918,0.144,0.87,0.435,,,,
68,1,1,,0.6,'worth chance','worth chance',6023448,0.145,0.6,0.3,,,,
176,1,1,,0.96,'go up 16 news','go up 16 news',7.11951E+17,0.145,0.96,0.48,,,,
88,1,1,,0.86,'plus irish based getting rid generic biz','plus irish based getting rid generic biz',7.19573E+17,0.146,0.86,0.43,,,,
138,1,1,,0.612,'apple hires former amazon executive george stathakopoulos head corporate data security','apple hires former amazon executive george stathakopoulos head corporate data security',7.10984E+17,0.146,0.612,0.306,,,,
63,1,1,,0.82,buys,buys,7.09484E+17,0.146,0.82,0.41,,,,
101,1,1,,0.66,'pozn 30','pozn 30',7737263,0.146,0.66,0.33,,,,
26,1,-1,+,0.515,'report apple signs up googles cloud','report apple signs up googles cloud',7.10221E+17,0.15,-0.515,,,,,
156,1,1,,0.68,'2m year would amazing','2m year would amazing',9544472,0.151,0.68,0.34,,,,
195,1,1,,0.96,'test 1285 coming up','test 1285 coming up',5804574,0.152,0.96,0.48,,,,
9,1,1,,0.94,'beautifully orchestrated marke','beautifully orchestrated marke',18949027,0.152,0.94,0.47,,,,
29,1,1,,0.73,'see 410','see 410',6016469,0.152,0.73,0.365,,,,
116,1,1,,0.92,'dailymail content perfect yhoo demographics','dailymail content perfect yhoo demographics',7.19738E+17,0.153,0.92,0.46,,,,
64,1,1,,0.94,'adding dips','adding dips',7.19525E+17,0.154,0.94,0.47,,,,
94,1,1,,0.97,'adding dips','adding dips',7.19525E+17,0.154,0.97,0.485,,,,
91,1,1,,0.87,'blackberry messenger second facebook user loyalty','blackberry messenger second facebook user loyalty',35257107,0.158,0.87,0.435,,,,
96,1,1,,0.8,'yhoo 261','yhoo 261',5514207,0.16,0.8,0.4,,,,
163,1,1,,0.64,'cloud software company company transformed','cloud software company company transformed',7.19551E+17,0.161,0.64,0.32,,,,
86,1,1,,0.82,'possible target','possible target',5512185,0.162,0.82,0.41,,,,
56,1,1,,0.97,'follow trend follow money flow','follow trend follow money flow',30667508,0.165,0.97,0.485,,,,
130,1,1,,0.93,'follow trend follow money flow','follow trend follow money flow',30667508,0.165,0.93,0.465,,,,
161,1,1,,0.93,'follow trend follow money flow','follow trend follow money flow',30667508,0.165,0.93,0.465,,,,
196,1,1,,0.69,'rsi lowest level since october 2012','rsi lowest level since october 2012',15249839,0.165,0.69,0.345,,,,
198,1,1,,0.56,'issues already priced','issues already priced',7.19596E+17,0.165,0.56,0.28,,,,
73,1,1,,0.77,'interest level skyrocketed last two week','interest level skyrocketed last two week',34019765,0.165,0.77,0.385,,,,
76,1,1,,0.94,'support 21293 support 20945','support 21293 support 20945',13321680,0.166,0.94,0.47,,,,
169,1,1,,0.87,holding,holding,11465126,0.171,0.87,0.435,,,,
77,1,1,,0.98,'aapl new long 11061 broke','aapl new long 11061 broke',7.19708E+17,0.172,0.98,0.49,,,,
147,1,1,,0.98,'aapl new long 11061 broke','aapl new long 11061 broke',7.19708E+17,0.174,0.98,0.49,,,,
32,1,1,,0.95,'point possible move up','point possible move up',5503795,0.176,0.95,0.475,,,,
139,1,1,,0.897,'trails msft orcl goog crm adbe','trails msft orcl goog crm adbe',7.19599E+17,0.177,0.897,0.4485,,,,
10,1,1,,0.99,'up 7','up 7',6161405,0.177,0.99,0.495,,,,
127,1,1,,0.875,'trails msft orcl goog crm adbe','trails msft orcl goog crm adbe',7.19599E+17,0.179,0.875,0.4375,,,,
56,1,1,,0.68,case,case,10181529,0.18,0.68,0.34,,,,
62,1,1,,0.84,'nice blurb bbry','nice blurb bbry',13482661,0.183,0.84,0.42,,,,
41,1,1,,0.89,'us adds 321k jobs november unemployment rate remains','us adds 321k jobs november unemployment rate remains',29932186,0.183,0.89,0.445,,,,
151,1,1,,0.85,'cheap increasing fees','cheap increasing fees',7.19569E+17,0.183,0.85,0.425,,,,
52,1,1,,1,'aapl new long 11061 broke','aapl new long 11061 broke',7.19708E+17,0.184,1,0.5,,,,
109,1,-1,+,0.62,'rather neutral bullish rather bearish','rather neutral bullish rather bearish',7282427,0.185,-0.62,,,,,
113,1,1,,1,long,long,7957687,0.185,1,0.5,,,,
76,1,1,,0.73,'bounce right vol vol slid','bounce right vol vol slid',8018247,0.19,0.73,0.365,,,,
125,1,1,,1,'could offer support revisit jump long bus','could offer support revisit jump long bus',29012822,0.19,1,0.5,,,,
12,1,1,,0.99,'holding strong','holding strong',10042291,0.192,0.99,0.495,,,,
113,1,1,,0.97,'waking up','waking up',10776079,0.192,0.97,0.485,,,,
154,1,1,,0.87,'would buy wtsl prices','would buy wtsl prices',27026251,0.193,0.87,0.435,,,,
5,1,1,,0.72,'google soon start selling chromebooks walmart staples','google soon start selling chromebooks walmart staples',14140852,0.196,0.72,0.36,,,,
24,1,1,,0.99,'looks like one best values lithium stocks space','looks like one best values lithium stocks space',7.0838E+17,0.197,0.99,0.495,,,,
182,1,-1,+,0.64,'recall not impact financial results','recall not impact financial results',7.19571E+17,0.198,-0.64,,,,,
196,1,1,,0.67,'fundamentally nothing changed','fundamentally nothing changed',14004893,0.198,0.67,0.335,,,,
48,1,1,,0.89,'todays bull flag','todays bull flag',13796141,0.2,0.89,0.445,,,,
135,1,1,,0.98,'todays bull flag','todays bull flag',13796141,0.2,0.98,0.49,,,,
120,1,1,,0.97,'todays bull flag','todays bull flag',13796141,0.2,0.97,0.485,,,,
192,1,1,,0.94,'15 years release windows xp still 3rd popular os','15 years release windows xp still 3rd popular os',7.19533E+17,0.2,0.94,0.47,,,,
133,1,1,,0.75,'next resist 6440s','next resist 6440s',9694450,0.201,0.75,0.375,,,,
115,1,1,,0.98,'later riser positive catalyst','later riser positive catalyst',31112742,0.203,0.98,0.49,,,,
172,1,-1,+,0.59,'finally broke free big brothers shadow','finally broke free big brothers shadow',17782586,0.206,-0.59,,,,,
144,1,1,,0.7,'thinking last entry good needs push','thinking last entry good needs push',5851788,0.207,0.7,0.35,,,,
28,1,1,,0.87,'announces record esports viewership','announces record esports viewership',7.19906E+17,0.208,0.87,0.435,,,,
109,1,1,,0.85,'considering bid','considering bid',7.1952E+17,0.21,0.85,0.425,,,,
13,1,1,,0.95,'cfo sees profitability cash flow positive','cfo sees profitability cash flow positive',5358046,0.211,0.95,0.475,,,,
136,1,1,,0.82,'3star analyst joe wittine longbow research reiterated hold rating','3star analyst joe wittine longbow research reiterated hold rating',23199841,0.214,0.82,0.41,,,,
72,1,1,,0.88,'decent co get bought got 450','decent co get bought got 450',8866500,0.214,0.88,0.44,,,,
55,1,1,,0.84,'looking long entry todays price action wasnt appealing','looking long entry todays price action wasnt appealing',7.19632E+17,0.215,0.84,0.42,,,,
139,1,1,,0.6,'nflx 44b','nflx 44b',7.1959E+17,0.215,0.6,0.3,,,,
46,1,1,,1,' trending',trending,7.09732E+17,0.216,1,0.5,,,,
63,1,1,,1,trending,trending,7.09732E+17,0.216,1,0.5,,,,
176,1,1,,1,trending,trending,7.09732E+17,0.216,1,0.5,,,,
119,1,1,,1,trending,trending,7.09732E+17,0.216,1,0.5,,,,
199,1,1,,0.96,'may rebound faster','may rebound faster',7.10141E+17,0.216,0.96,0.48,,,,
180,1,1,,1,trending,trending,7.09732E+17,0.216,1,0.5,,,,
16,1,1,,1,trending,trending,7.09732E+17,0.216,1,0.5,,,,
49,1,1,,1,trending,trending,7.09732E+17,0.216,1,0.5,,,,
59,1,1,,0.59,'getting close 200 11087 hasnt closed above 200 since july 31 2015 significant','getting close 200 11087 hasnt closed above 200 since july 31 2015 significant',7.19523E+17,0.218,0.59,0.295,,,,
140,1,1,,0.87,'earnings drive stock prices','earnings drive stock prices',7.19859E+17,0.218,0.87,0.435,,,,
85,1,1,,0.99,'consistent gains small one favorite trade','consistent gains small one favorite trade',8335537,0.219,0.99,0.495,,,,
110,1,1,,0.69,'diversifies adds international exposure','diversifies adds international exposure',30769878,0.219,0.69,0.345,,,,
131,1,-1,+,0.61,'short squeeze ready upside w crossing important technical level','short squeeze ready upside w crossing important technical level',7.08352E+17,0.219,-0.61,,,,,
187,1,1,,0.99,'consistent gains small one favorite trade','consistent gains small one favorite trade',8335537,0.219,0.99,0.495,,,,
70,1,1,,0.55,'expects break even','expects break even',21573813,0.219,0.55,0.275,,,,
105,1,1,,0.98,'omg omg excited','omg omg excited',7.1196E+17,0.219,0.98,0.49,,,,
34,1,1,,0.99,'santa rally blow top','santa rally blow top',6224926,0.22,0.99,0.495,,,,
162,1,1,,1,'santa rally blow top','santa rally blow top',6224926,0.22,1,0.5,,,,
163,1,1,,0.78,'brings upscale concept','brings upscale concept',7.09057E+17,0.22,0.78,0.39,,,,
34,1,1,,0.99,okay,'not selling',15199192,0.221,0.99,0.495,,,,
57,1,1,,0.74,'tapping 1000','tapping 1000',7569377,0.224,0.74,0.37,,,,
165,1,1,,0.99,'msft opening up xboxlive online service','msft opening up xboxlive online service',7.09436E+17,0.225,0.99,0.495,,,,
130,1,1,,0.76,'gap filled','gap filled',9878433,0.226,0.76,0.38,,,,
164,1,1,,0.54,'brand name big fail bet recover get bought year','brand name big fail bet recover get bought year',24386175,0.226,0.54,0.27,,,,
187,1,-1,+,0.5,'largest online gaming market','largest online gaming market',31143613,0.226,-0.5,,,,,
27,1,1,,0.71,'plus irish based getting rid generic biz','plus irish based getting rid generic biz',7.19573E+17,0.226,0.71,0.355,,,,
1,1,1,,0.96,'okay flag','shorts breakin flag',6663729,0.226,0.96,0.48,,,,
108,1,1,,0.99,okay,'shorts trapped',6252862,0.226,0.99,0.495,,,,
98,1,1,,0.79,'2 retailers whose stocks','2 retailers whose stocks',5908750,0.227,0.79,0.395,,,,
183,1,1,,0.79,'2 retailers whose stocks','2 retailers whose stocks',5908750,0.227,0.79,0.395,,,,
125,1,1,,0.91,'joint bid yahoos internet assets','joint bid yahoos internet assets',7.19518E+17,0.228,0.91,0.455,,,,
21,1,1,,0.97,'spy up 06 still holding','spy up 06 still holding',7.09788E+17,0.228,0.97,0.485,,,,
90,1,1,,0.99,'good base building','good base building',7.1994E+17,0.228,0.99,0.495,,,,
79,1,1,,0.66,'offshoring jobs production','offshoring jobs production',7.10569E+17,0.228,0.66,0.33,,,,
92,1,1,,0.68,'friday last chance 2','friday last chance 2',9649799,0.228,0.68,0.34,,,,
129,1,-1,+,0.85,'process streamlining structure especially divestment noncore businesses','process streamlining structure especially divestment noncore businesses',7.19533E+17,0.229,-0.85,,,,,
185,1,1,,0.68,'double bottom 52','double bottom 52',35467963,0.23,0.68,0.34,,,,
12,1,1,,1,'long buying point','long buying point',7.19535E+17,0.23,1,0.5,,,,
74,1,1,,1,'long buying point','long buying point',7.19535E+17,0.23,1,0.5,,,,
146,1,1,,0.98,'sounds bullish','sounds bullish',7.19571E+17,0.23,0.98,0.49,,,,
81,1,1,,0.93,'buy safety equipment maker 25 billion','buy safety equipment maker 25 billion',38653963,0.23,0.93,0.465,,,,
123,1,1,,1,'long buying point','long buying point',7.19535E+17,0.23,1,0.5,,,,
173,1,1,,1,'long buying point','long buying point',7.19535E+17,0.23,1,0.5,,,,
152,1,1,,0.73,'baba going interesting one','baba going interesting one',7.19527E+17,0.233,0.73,0.365,,,,
65,1,1,,1,'okay every idea amzn ','not every idea amzn bad',7.10483E+17,0.235,1,0.5,,,,
169,1,1,,1,'strong 5min above bollies','strong 5min above bollies',21842067,0.235,1,0.5,,,,
18,1,1,,0.65,'ready break qcom watching 557','ready break qcom watching 557',6213230,0.235,0.65,0.325,,,,
26,1,1,,0.95,'trail up','trail up',30087971,0.236,0.95,0.475,,,,
57,1,1,,0.68,'guess everyone wants 620','guess everyone wants 620',9894993,0.239,0.68,0.34,,,,
26,1,1,,0.73,'640m globally week avengers really sick stan lee beast','640m globally week avengers really sick stan lee beast',7873895,0.24,0.73,0.365,,,,
99,1,-1,+,0.638,'imagine aapl tv impact','imagine aapl tv impact',5512311,0.24,-0.638,,,,,
114,1,1,,0.84,'googl patents turn signal detector autonomous cars','googl patents turn signal detector autonomous cars',7.1958E+17,0.241,0.84,0.42,,,,
86,1,1,,0.96,'combine 37 billion deal','combine 37 billion deal',37477128,0.241,0.96,0.48,,,,
134,1,1,,0.99,'onetime zombie stock rise','onetime zombie stock rise',7.19928E+17,0.241,0.99,0.495,,,,
160,1,1,,0.97,'combine 37 billion deal','combine 37 billion deal',37477128,0.241,0.97,0.485,,,,
195,1,1,,0.63,'isnt going anywhere buying','isnt going anywhere buying',7.10518E+17,0.241,0.63,0.315,,,,
160,1,1,,0.95,'green lol makeup cover ugliness','green lol makeup cover ugliness',21856695,0.242,0.95,0.475,,,,
148,1,1,,0.9,'us adds 321k jobs november unemployment rate remains','us adds 321k jobs november unemployment rate remains',29932186,0.243,0.9,0.45,,,,
177,1,1,,1,'higher afternoon trade buy point','higher afternoon trade buy point',7.196E+17,0.243,1,0.5,,,,
87,1,1,,1,'higher afternoon trade buy point','higher afternoon trade buy point',7.196E+17,0.243,1,0.5,,,,
92,1,1,,0.89,'us adds 321k jobs november unemployment rate remains','us adds 321k jobs november unemployment rate remains',29932186,0.243,0.89,0.445,,,,
58,1,1,,0.93,'bought back shares today','bought back shares today',7377506,0.243,0.93,0.465,,,,
102,1,1,,0.7,'acting tough big volume tape','acting tough big volume tape',14034627,0.243,0.7,0.35,,,,
43,1,1,,0.93,'blackberry messenger second facebook user loyalty','blackberry messenger second facebook user loyalty',35257107,0.243,0.93,0.465,,,,
51,1,1,,0.99,'higher afternoon trade buy point','higher afternoon trade buy point',7.196E+17,0.243,0.99,0.495,,,,
115,1,1,,0.83,'unt trying break 5 day range sdrl 369 long','unt trying break 5 day range sdrl 369 long',7.10115E+17,0.244,0.83,0.415,,,,
90,1,1,,0.91,'thats you want buy','thats you want buy',21294439,0.245,0.91,0.455,,,,
194,1,1,,0.95,'thats you want buy','thats you want buy',21294439,0.245,0.95,0.475,,,,
93,1,1,,0.92,'longterm potential robust','longterm potential robust',7.195E+17,0.249,0.92,0.46,,,,
132,1,1,,0.9,'yahoo facebook ad partnership talks','yahoo facebook ad partnership talks',7.10896E+17,0.249,0.9,0.45,,,,
199,1,1,,0.67,'growth not high pe stock','growth not high pe stock',5823499,0.252,0.67,0.335,,,,
65,1,1,,0.97,'bidders line up','bidders line up',7.19862E+17,0.252,0.97,0.485,,,,
195,1,1,,0.81,'upside today catalyst guy run','upside today catalyst guy run',9005652,0.254,0.81,0.405,,,,
122,1,1,,0.89,'soars premarket','soars premarket',27583592,0.254,0.89,0.445,,,,
42,1,1,,0.81,'looking good note broke area lighter volume','looking good note broke area lighter volume',11433855,0.255,0.81,0.405,,,,
57,1,1,,0.99,'trying lead higher','trying lead higher',11195606,0.256,0.99,0.495,,,,
115,1,1,,0.99,'trying lead higher','trying lead higher',11195606,0.256,0.99,0.495,,,,
101,1,-1,+,0.742,'aapl 144','aapl 144',7.19556E+17,0.256,-0.742,,,,,
35,1,1,,0.6,'23 end weekdid you snatch ur 21','23 end weekdid you snatch ur 21',8398336,0.257,0.6,0.3,,,,
6,1,-1,+,0.74,'people still coming eod could explosive shorts get caught','people still coming eod could explosive shorts get caught',18613620,0.257,-0.74,,,,,
90,1,1,,0.86,'mentioned potential suitee suitor','mentioned potential suitee suitor',5422639,0.258,0.86,0.43,,,,
41,1,1,,1,'finding support','finding support',36319076,0.259,1,0.5,,,,
171,1,1,,0.95,'finding support','finding support',36319076,0.259,0.95,0.475,,,,
172,1,1,,0.87,'confirmation hold bottom looks like','confirmation hold bottom looks like',10558966,0.259,0.87,0.435,,,,
9,1,1,,0.97,'finding support','finding support',36319076,0.259,0.97,0.485,,,,
28,1,1,,0.86,'above 225 could get going','above 225 could get going',17792722,0.26,0.86,0.43,,,,
8,1,1,,0.55,'betting goog buys','betting goog buys',5408761,0.261,0.55,0.275,,,,
45,1,1,,0.67,'launch updated model steeper price tag','launch updated model steeper price tag',7.19463E+17,0.261,0.67,0.335,,,,
25,1,1,,0.83,'airplanes still flying','airplanes still flying',26057981,0.262,0.83,0.415,,,,
81,1,-1,+,0.78,'hard diminish lead','hard diminish lead',7.19843E+17,0.262,-0.78,,,,,
127,1,1,,0.66,'announces sale partial stake','announces sale partial stake',7.19768E+17,0.262,0.66,0.33,,,,
5,1,-1,+,0.61,'uvxy broke 1000 amazing not 1st time','uvxy broke 1000 amazing not 1st time',12018290,0.265,-0.61,,,,,
12,1,1,,0.72,'google inc completes acquisition icoa','google inc completes acquisition icoa',10698860,0.267,0.72,0.36,,,,
38,1,1,,0.86,'trov reliably finding cancer mutations jackpot','trov reliably finding cancer mutations jackpot',14324070,0.267,0.86,0.43,,,,
166,1,1,,0.84,gooo,gooo,7.10549E+17,0.268,0.84,0.42,,,,
14,1,1,,0.9,'price target raised','price target raised',24290516,0.269,0.9,0.45,,,,
33,1,1,,0.95,'nice start','nice start',7.11909E+17,0.269,0.95,0.475,,,,
47,1,1,,0.85,'amzn becoming goto site almost categories ecommerce','amzn becoming goto site almost categories ecommerce',7.11946E+17,0.269,0.85,0.425,,,,
107,1,1,,0.66,'signs life emerging','signs life emerging',21487028,0.27,0.66,0.33,,,,
141,1,-1,+,0.57,'competitors worry blackberry inevitable successor northern telecom much competent leadership','competitors worry blackberry inevitable successor northern telecom much competent leadership',38833804,0.27,-0.57,,,,,
15,1,1,,0.7,'patents system','patents system',7.09931E+17,0.271,0.7,0.35,,,,
16,1,1,,0.82,'markets back black 2016','markets back black 2016',7.10822E+17,0.271,0.82,0.41,,,,
108,1,1,,0.82,'markets back black 2016','markets back black 2016',7.10822E+17,0.271,0.82,0.41,,,,
135,1,1,,0.79,'double bottom could','double bottom could',12289874,0.271,0.79,0.395,,,,
143,1,1,,0.98,'markets back black 2016','markets back black 2016',7.10822E+17,0.271,0.98,0.49,,,,
96,1,1,,0.89,'keep stock watch list','keep stock watch list',19203632,0.271,0.89,0.445,,,,
126,1,1,,0.75,'patience pays','patience pays',13877899,0.272,0.75,0.375,,,,
167,1,1,,0.75,'patience pays','patience pays',13877899,0.272,0.75,0.375,,,,
40,1,1,,0.82,'facebook stock 72','facebook stock 72',7.19616E+17,0.272,0.82,0.41,,,,
175,1,1,,1,'play longs','play longs',7.19517E+17,0.273,1,0.5,,,,
152,1,1,,1,'play longs','play longs',7.19517E+17,0.273,1,0.5,,,,
178,1,1,,1,'play longs','play longs',7.19517E+17,0.273,1,0.5,,,,
119,1,1,,0.94,'good economy','good economy',30088782,0.273,0.94,0.47,,,,
130,1,1,,1,'play longs','play longs',7.19517E+17,0.273,1,0.5,,,,
197,1,1,,1,'play longs','play longs',7.19517E+17,0.273,1,0.5,,,,
8,1,1,,0.94,'bigger win','bigger win',7.19618E+17,0.273,0.94,0.47,,,,
93,1,1,,1,'play longs','play longs',7.19517E+17,0.273,1,0.5,,,,
71,1,1,,0.95,'added increase 167','added increase 167',19905012,0.274,0.95,0.475,,,,
104,1,1,,0.98,'quality stocks high cash returns','quality stocks high cash returns',32427089,0.274,0.98,0.49,,,,
50,1,1,,0.67,'upcoming first support days weeks','upcoming first support days weeks',12196849,0.274,0.67,0.335,,,,
128,1,1,,0.99,'quality stocks high cash returns','quality stocks high cash returns',32427089,0.274,0.99,0.495,,,,
30,1,1,,0.81,'heard netflix raising prices good worth though','heard netflix raising prices good worth though',7.1958E+17,0.275,0.81,0.405,,,,
38,1,1,,0.95,'get next run up','get next run up',36653675,0.275,0.95,0.475,,,,
28,1,1,,0.92,'good thing sne learnt integrating devices together tv','good thing sne learnt integrating devices together tv',6328010,0.277,0.92,0.46,,,,
